id	work_id	work	year	source_locator	source_witness_sha256	mathlib_coverage	mathlib_declarations	local_contribution	local_declaration	build_status	receipt	axioms	qa_effect	limitations
NOETH-1919-RELATION-IDEAL-MOD-P	P15	Die Endlichkeit des Systems der ganzzahligen Invarianten binärer Formen	1919	mod-p relation lifting lines 9534–9542; determinant representability lines 9544–9571	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	ideal map/comap and polynomial coefficient reduction infrastructure only	NONE		dependency_graph_recorded			neutral	The equality M_p=(M,p) and its uniform integral lifting consequence were not found as a pinned declaration.
NOETH-1919-PLUCKER-QUADRATIC-IDENTITY	P15	Die Endlichkeit des Systems der ganzzahligen Invarianten binärer Formen	1919	quadratic bracket relation lines 9573–9581	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	NEW_PACKAGING	commutative ring normalization	PROMOTED_SUPPORT	MathematicalCommons.Noether.IntegralInvariants1919.pluckerRelation	built_v4.31.0	artifacts/build/IntegralInvariants1919-20260825T0029213983058-a9f740c7.receipt.json	propext; Quot.sound	neutral	Only the four-index determinant identity is proved. It does not imply relation-ideal generation, straightening, reduction modulo every prime, or Satz I.
NOETH-1920-PLUCKER-NORMAL-FORM	P16	Zur Reihenentwicklung in der Formentheorie	1920	complex-coordinate normal form [1] lines 9921–9931	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	MvPolynomial.bind₁; RingHom.ker; Matrix.det_fin_two; Ideal.Quotient.mk_eq_mk_iff_sub_mem	NONE		dependency_graph_recorded			neutral	Requires the quadratic Plücker presentation, a distinguished coefficient-normalized representative, and the iterative expansion; generic quotient classes do not supply Noether's normal form.
NOETH-1920-DEPENDENT-ROW-NORMAL-FORM	P16	Zur Reihenentwicklung in der Formentheorie	1920	dependent-row specialization [2] lines 9933–9939	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	MvPolynomial.bind₁; RingHom.ker; Matrix.det_fin_three	NONE		dependency_graph_recorded			neutral	The exact kernel equality ker(substitution)=(Δ), the polar construction of Φ, and the iteration are absent; determinant vanishing alone would prove only one inclusion.
NOETH-1920-SUBSTITUTION-RELATION-CONGRUENCE	P16	Zur Reihenentwicklung in der Formentheorie	1920	abstract substitution and congruence [3] lines 9941–9947	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	NEW_PACKAGING	MvPolynomial.bind₁; RingHom.sub_mem_ker_iff	PROMOTED_SUPPORT	MathematicalCommons.Noether.SeriesExpansion1920.sub_mem_relationIdeal_iff	built_v4.31.0	artifacts/build/SeriesExpansion1920-20260825T0029414254411-30236083.receipt.json	propext; Classical.choice; Quot.sound	neutral	The promoted source-shaped wrapper covers only equality after substitution iff the difference lies in the relation ideal; it does not construct or characterize Fischer's normal form.
NOETH-1920-FISCHER-NORMAL-FORM	P16	Zur Reihenentwicklung in der Formentheorie	1920	Fischer setup line 9949; formulas [4]–[6] lines 9961–9985	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	MvPolynomial.eval₂Hom; MvPolynomial.pderiv; Module.End.eigenspace	NONE		dependency_graph_recorded			neutral	Needs the Fischer/apolar pairing on finite homogeneous degree pieces, the S=AB operator, spectral projection, explicit polar specialization, and rationality of the coefficients.
NOETH-1920-OMEGA-SERIES-EXPANSION	P16	Zur Reihenentwicklung in der Formentheorie	1920	formulas [2a] and [7]–[9], and explicit expansion lines 9986–10034	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Matrix.det; MvPolynomial.pderiv; Module.End.eigenspace	NONE		dependency_graph_recorded			canon_resolved_keep_print_faithful	Needs the principal determinant kernel, Ω and polar operators, commutation identities, degree termination, and Fischer coefficients. Formula [9]'s leading equality is primary-witness-confirmed continuation from F_i, not a missing token.
NOETH-1920-DETERMINANT-COORDINATE-EIGENFORM	P16	Zur Reihenentwicklung in der Formentheorie	1920	successive-minor normal form and eigenrelation [10] lines 10036–10055	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Matrix.det; MvPolynomial.bind₁; MvPolynomial.pderiv; Module.End.mem_eigenspace_iff	NONE		dependency_graph_recorded			neutral	Requires higher Plücker relation ideals, the specialized S operator, proof that S kills the relation ideal, and the invariant-eigenfunction uniqueness claim. An S-eigenvalue a₁⁻¹ requires a₁≠0.
NOETH-1920-P08-PROOF-CORRECTION	P16	Zur Reihenentwicklung in der Formentheorie	1920	authorial correction lines 9953–9957; corrected P08 step line 6295 and series (3) lines 6291–6309	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Matrix.det; MvPolynomial.pderiv	NONE		audit_complete_no_local_code			historical_correction_recorded	The identity Ω(Δψ)=c₁ψ+c₂ΔΩ(ψ) is only binary. P08 formula (2) and reduction theorem (1) survive, but the old proof of series (3) is insufficient; P16 gives the repair strategy.
NOETH-1920-P09-CONJUGATE-FIELD-CORRECTION	P16	Zur Reihenentwicklung in der Formentheorie	1920	authorial correction line 10061; affected P09 lines 7220, 7288–7289, and 7317	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_MODERN_FORM	IntermediateField.adjoin; IntermediateField.normalClosure; minpoly	NONE		audit_complete_no_local_code			historical_correction_recorded	The relevant fields must adjoin every conjugate of y or Y over H. Mathlib supplies conjugate-closure substrate, but the corrected intermediate-field proof is not packaged.
NOETH-1920-P11-HILBERT-IRREDUCIBILITY-CORRECTION	P16	Zur Reihenentwicklung in der Formentheorie	1920	authorial correction line 10063; corrected P11 hypothesis line 7916	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	DEFERRED_INFRASTRUCTURE	NumberField; NumberField.isAlgebraic; IsAlgClosed.splits; AlgebraicClosure	NONE		audit_complete_no_local_code			historical_correction_recorded	NumberField exactly captures the finite algebraic number-field hypothesis, not finitely many adjoined parameters. No Hilbert-irreducibility declaration was located by bounded exact-revision search; splitting alone does not package triviality of the equation group.
NOETH-1927-PRIMARY-DECOMPOSITION-CRT	P31	Der Diskriminantensatz für die Ordnungen eines algebraischen Zahl- oder Funktionenkörpers	1927	§2 decomposition and CRT lines 15706–15763	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_MODERN_FORM	Submodule.isLasker; IsLasker.exists_isMinimalPrimaryDecomposition; Ideal.quotientInfRingEquivPiQuotient; IsArtinianRing.equivPi	NONE		audit_complete_development_open			neutral	General primary decomposition and CRT exist, but the source-shaped Artinian uniqueness and pairwise-comaximal product package is not one pinned declaration.
NOETH-1927-DISCRIMINANT-SCALAR-EXTENSION	P31	Der Diskriminantensatz für die Ordnungen eines algebraischen Zahl- oder Funktionenkörpers	1927	§3 Satz lines 15792–15828	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_MODERN_FORM	Algebra.Etale.iff_exists_algEquiv_prod; Algebra.Etale.baseChange; IsArtinianRing.equivPi	NONE		audit_complete_axiom_caveat			proof_wanted_dependency	The forward direction is exact. The reverse faithfully-flat étale descent route depends on a proof_wanted declaration in the pinned revision and must not be presented as axiom-free.
NOETH-1927-DISCRIMINANT-SPLITTING-COROLLARY	P31	Der Diskriminantensatz für die Ordnungen eines algebraischen Zahl- oder Funktionenkörpers	1927	§3 Folgerung lines 15830–15843	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Algebra.FormallyEtale.equivPiOfIsSepClosed; Algebra.Etale.iff_exists_algEquiv_prod	NONE		dependency_graph_recorded			neutral	Splitting over a separably closed field is covered; Noether's single finite splitting extension Ω is not packaged.
NOETH-1927-DISCRIMINANT-ALGEBRA-CRITERION	P31	Der Diskriminantensatz für die Ordnungen eines algebraischen Zahl- oder Funktionenkörpers	1927	§6 Satz lines 15992–15994	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Algebra.discr; Algebra.discr_not_zero_of_basis; Algebra.traceForm_nondegenerate_tfae; Algebra.Etale.iff_exists_algEquiv_prod	NONE		dependency_graph_recorded			neutral	Pinned constituents do not give one general finite-commutative-algebra theorem equating nonzero discriminant with a product of separable fields.
NOETH-1927-TRACE-NORM-DISCRIMINANT-EMBEDDINGS	P31	Der Diskriminantensatz für die Ordnungen eines algebraischen Zahl- oder Funktionenkörpers	1927	§6 conjugate formulas lines 15998–16017	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_EXACT	Algebra.trace_eq_sum_embeddings; Algebra.norm_eq_prod_embeddings_gen; Algebra.discr_eq_det_embeddingsMatrixReindex_pow_two	NONE		audit_complete_no_local_code			neutral	Exact for the modern finite separable field setting; preserve the source caveat that the conjugate field copies are equivalent rather than literally identical subfields.
NOETH-1927-DISCRIMINANT-QUOTIENT-REDUCTION	P31	Der Diskriminantensatz für die Ordnungen eines algebraischen Zahl- oder Funktionenkörpers	1927	§7 quotient-discriminant reduction line 16041	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	NEW_PACKAGING	Algebra.trace_quotient_mk; Algebra.discr_def; RingHom.map_det; basisQuotient	PROMOTED_SUPPORT	MathematicalCommons.Noether.DiscriminantTheorem1927.discr_basisQuotient	built_v4.31.0	artifacts/build/DiscriminantTheorem1927-20260825T0157441688080-096019d5.receipt.json	propext; Classical.choice; Quot.sound	neutral	Promoted theorem is the local maximal-ideal finite-free discriminant reduction only; it does not prove the arbitrary-order theorem, primary-component criterion, or reverse étale descent.
NOETH-1927-ORDER-DISCRIMINANT-THEOREM	P31	Der Diskriminantensatz für die Ordnungen eines algebraischen Zahl- oder Funktionenkörpers	1927	§7 Diskriminantensatz lines 16045–16049	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Submodule.isLasker; Ideal.quotientInfRingEquivPiQuotient; Algebra.trace_quotient_mk; Algebra.IsSeparable	NONE		dependency_graph_recorded			canon_context_resolved	No pinned theorem combines arbitrary finite orders, proper primary components, inseparable residue primes, and discriminant divisibility. Canon review confirms that u is introduced by the cited function-domain construction.
NOETH-1927-RELATIVE-ORDER-DISCRIMINANT-THEOREM	P31	Der Diskriminantensatz für die Ordnungen eines algebraischen Zahl- oder Funktionenkörpers	1927	§8 Allgemeiner Diskriminantensatz lines 16075–16077	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	IsLocalization.orderIsoOfPrime; Algebra.discr_localizationLocalization; differentIdeal; Ideal.relNorm	NONE		dependency_graph_recorded			neutral	The relative discriminant ideal of an arbitrary order and its primary-component criterion are not combined in pinned Mathlib.
NOETH-1927-MAXIMAL-ORDER-RAMIFICATION	P31	Der Diskriminantensatz für die Ordnungen eines algebraischen Zahl- oder Funktionenkörpers	1927	Dedekind statement line 15608; relative specialization line 16081	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_MODERN_FORM	NumberField.not_dvd_discr_iff_forall_mem; dvd_differentIdeal_iff; Ideal.ramificationIdx_ne_one_iff; Ideal.relNorm	NONE		audit_complete_no_local_code			neutral	The maximal-order criterion is derivable in modern discriminant, different, and unramified language, but there is no single source-shaped declaration and it must not be conflated with the arbitrary-order theorem.
NOETH-1919-PLUCKER-IDEAL	P15	Die Endlichkeit des Systems der ganzzahligen Invarianten binärer Formen	1919	quadratic relations lines 9573–9594; equality with full relation ideal lines 9830–9836	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Module.Grassmannian lacks the needed pinned coordinate-ring presentation	NONE		dependency_graph_recorded			neutral	High-value target: prove the quadratic Plücker ideal equals the full integral kernel and retains the required relation after every prime reduction.
NOETH-1919-STANDARD-MONOMIAL-NORMAL-FORM	P15	Die Endlichkeit des Systems der ganzzahligen Invarianten binärer Formen	1919	four-row straightening lines 9637–9645; general existence lines 9707–9766; uniqueness lines 9695 and 9783–9795	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	polynomial normalization and well-founded rewriting are generic ingredients only	NONE		blocked_canon_for_source_exact_proof			open_canon_qa	Lines 9653 and 9699–9703 have reported formula omissions/duplication. The theorem remains a gap, but a source-exact proof transcription must wait for canon review.
NOETH-1919-FINITE-GROUP-AVERAGE	P15	Die Endlichkeit des Systems der ganzzahligen Invarianten binärer Formen	1919	orbit-average argument lines 9851–9856	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_EXACT	GroupAlgebra.average; Representation.averageMap_invariant; Representation.averageMap_id	NONE		audit_complete_no_local_code			neutral	Exact after the source's finite linear action is modeled as a representation and the necessary group-order scalar is invertible.
NOETH-1919-FINITE-GROUP-INTEGRAL-FG	P15	Die Endlichkeit des Systems der ganzzahligen Invarianten binärer Formen	1919	finite linear group over algebraic integers lines 9858–9890	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Algebra.IsInvariant.isIntegral; fg_of_fg_of_fg	FORMALIZED_ABSTRACT_CORE	MathematicalCommons.Noether.ModularInvariants1926.fixedPoints_finiteType	built_v4.31.0	artifacts/build/ModularInvariants1926-20260824T2315501664582-da8e5c67.receipt.json	propext; Classical.choice; Quot.sound	open_canon_qa	The abstract fixed-ring finite-type theorem is green, but the polynomial action, ring-of-integers specialization, and line-9886 scaling conflict remain.
NOETH-1919-CONJUGATE-CLOSED-RATIONAL-FG	P15	Die Endlichkeit des Systems der ganzzahligen Invarianten binärer Formen	1919	conjugate-closed rational-integer conclusion lines 9892–9896	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	field embeddings and fixed-ring finite-generation infrastructure only	NONE		dependency_graph_recorded			neutral	Requires a formal conjugate-closed finite group action and descent of generators to rational integers.
NOETH-1923-GENERIC-COORDINATE-TRANSFORM	P24	Eliminationstheorie und allgemeine Idealtheorie	1923	definitions lines 13683–13697	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_MODERN_FORM	MvPolynomial; Ideal.map; Ideal.comap; AlgEquiv	NONE		dependency_graph_recorded			neutral	Generic linear coordinate change and pure-transcendental coefficient extension need a source-shaped model; primary preservation is not yet packaged.
NOETH-1923-GROUND-IDEAL-DEFINITION	P24	Eliminationstheorie und allgemeine Idealtheorie	1923	Grundideal definition lines 13701–13705	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_MODERN_FORM	IsLocalization; Ideal.map; Ideal.comap	PROMOTED_DEFINITION	MathematicalCommons.Noether.EliminationIdealTheory1923.groundIdeal	built_v4.31.0	artifacts/build/EliminationIdealTheory1923-20260825T0211115415031-5daeb94e.receipt.json		neutral	Promoted definition models the ground ideal as localization extension followed by contraction; identification with every stage of Noether's polynomial construction remains open.
NOETH-1923-ELIMINATION-NORM-DEFINITION	P24	Eliminationstheorie und allgemeine Idealtheorie	1923	module presentation and norm definitions lines 13707–13731	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Module.Basis.SmithNormalForm; Ideal.smithNormalForm; Ideal.smithCoeffs; Matrix.det	NONE		dependency_graph_recorded			neutral	Noether's successive elementary-divisor/resultant form is not Algebra.norm and has no pinned construction.
NOETH-1923-PRIMARY-COMPONENT-DIMENSION-DICTIONARY	P24	Eliminationstheorie und allgemeine Idealtheorie	1923	definitions lines 13733–13745	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Ideal.IsPrimary; associatedPrimes; Order.coheight	NONE		dependency_graph_recorded			neutral	The source dictionary depends on elimination norms and a primary-decomposition theory absent from the pinned snapshot.
NOETH-1923-PRIMARY-DECOMPOSITION-DICTIONARY	P24	Eliminationstheorie und allgemeine Idealtheorie	1923	chain and decomposition definitions lines 13747–13760	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_MODERN_FORM	IsNoetherianRing; Ideal.IsPrimary; Ideal.isPrime_radical	NONE		dependency_graph_recorded			neutral	Modern vocabulary exists, but pinned Mathlib does not package Noetherian primary-decomposition existence and isolated components.
NOETH-1923-INSEPARABILITY-DICTIONARY	P24	Eliminationstheorie und allgemeine Idealtheorie	1923	field definitions lines 13762–13764	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_MODERN_FORM	PerfectField; Algebra.IsSeparable; separableClosure; IsPurelyInseparable; finSepDegree; finInsepDegree	NONE		audit_complete_no_local_code			neutral	Vocabulary is modernized; Noether's exponent and reduced-degree conventions still need an explicit source dictionary.
NOETH-1923-HILFSSATZ-I	P24	Eliminationstheorie und allgemeine Idealtheorie	1923	Hilfssatz I line 13770	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Ideal.map_isPrime_of_surjective; IsLocalization.map_isPrime; scalar-extension infrastructure	NONE		dependency_graph_recorded			neutral	Prime and especially primary preservation under the generic pure-transcendental extension is not a source-shaped pinned theorem.
NOETH-1923-HILFSSATZ-II	P24	Eliminationstheorie und allgemeine Idealtheorie	1923	Hilfssatz II line 13784	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Ideal.map_inf; Ideal.comap_inf; localization lattice maps	NONE		dependency_graph_recorded			neutral	Finite-intersection transport has substrate, but irredundant primary-decomposition preservation depends on Hilfssatz I and missing decomposition infrastructure.
NOETH-1923-SATZ-I	P24	Eliminationstheorie und allgemeine Idealtheorie	1923	Satz I line 13790	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Smith-normal-form and radical/dimension infrastructure only	NONE		dependency_graph_recorded			neutral	The prime-power elimination form and norm identities are the missing core; generic radical/dimension facts do not imply them.
NOETH-1923-SATZ-II	P24	Eliminationstheorie und allgemeine Idealtheorie	1923	Satz II line 13808	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Order.coheight; Ideal.IsPrime	NONE		dependency_graph_recorded			neutral	The iff between primality and strict dimension drop requires Noether's dimension/elimination bridge and must exclude the source's unit-ideal convention in Mathlib form.
NOETH-1923-HILFSSATZ-III	P24	Eliminationstheorie und allgemeine Idealtheorie	1923	Hilfssatz III line 13812	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_EXACT	FiniteDimensional.isUnit; fieldOfFiniteDimensional	NONE		audit_complete_no_local_code			neutral	Exact for a finite-dimensional algebra that is a domain; a source-shaped quotient wrapper would be packaging only.
NOETH-1923-HILFSSATZ-IV	P24	Eliminationstheorie und allgemeine Idealtheorie	1923	Hilfssatz IV line 13840	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_EXACT	Ideal.Quotient.isDomain_iff_prime; FractionRing; IsFractionRing	NONE		audit_complete_no_local_code			neutral	Exact for proper prime ideals; Noether's inclusion of the unit ideal as prime is an authorial convention outside Mathlib's predicate.
NOETH-1923-SATZ-III	P24	Eliminationstheorie und allgemeine Idealtheorie	1923	Satz III and corollary lines 13852–13854	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Algebra.trdeg; MvPolynomial.vanishingIdeal_zeroLocus_eq_radical; MvPolynomial.IsPrime.vanishingIdeal_zeroLocus	NONE		dependency_graph_recorded			neutral	The Nullstellensatz corollary has modern coverage; generic-coordinate finite extension and exact transcendence-degree realization remain gaps.
NOETH-1923-HILFSSATZ-V	P24	Eliminationstheorie und allgemeine Idealtheorie	1923	Hilfssatz V line 13866 and formula line 13871	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	PerfectRing.surjective_frobenius; Polynomial.natSepDegree; Frobenius polynomial infrastructure	NONE		dependency_graph_recorded			canon_resolved_keep_print_faithful	The Frobenius-power transfer to every variable needs the elimination form. Primary print confirms line 13871's reused i as historical dummy-index overloading.
NOETH-1923-SATZ-IV	P24	Eliminationstheorie und allgemeine Idealtheorie	1923	Satz IV and corollary lines 13878–13889	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	minpoly; Polynomial.Splits; Algebra.IsSeparable; IsPurelyInseparable	NONE		dependency_graph_recorded			neutral	Identification of Noether's elementary form with the generic linear-form minimal polynomial and its inseparable multiplicity is missing.
NOETH-1923-SATZ-V	P24	Eliminationstheorie und allgemeine Idealtheorie	1923	Satz V line 13903	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Algebra.trdeg; associatedPrimes; associatedPrimes.finite; Module.supportDim	NONE		dependency_graph_recorded			neutral	The quotient-field trdeg equality and maximum-over-associated-primes equality are not packaged in the pinned revision.
NOETH-1923-SATZ-VI	P24	Eliminationstheorie und allgemeine Idealtheorie	1923	Satz VI line 13909	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Order.coheight and prime-chain infrastructure	NONE		dependency_graph_recorded			neutral	The order-theoretic step is available after choosing coheight, but the generic-scalar-extension and trdeg/hyperplane bridge is not.
NOETH-1923-SATZ-VII	P24	Eliminationstheorie und allgemeine Idealtheorie	1923	Satz VII lines 13927–13931	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_MODERN_FORM	Order.coheight; Order.coheight_eq_iSup_head_eq; Order.exists_series_of_coheight_eq_coe; ringKrullDim	NONE		audit_complete_no_local_code			neutral	Modern chain dimension covers proper primes; Noether's prime unit ideal and dimension minus one require a separate endpoint convention.
NOETH-1923-SATZ-VIII	P24	Eliminationstheorie und allgemeine Idealtheorie	1923	Satz VIII line 13939	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	associatedPrimes; localization and primary vocabulary	NONE		dependency_graph_recorded			neutral	Needs primary decomposition and Noether's norm to identify isolated components and count distinct associated-prime dimensions.
NOETH-1923-HILFSSATZ-VI	P24	Eliminationstheorie und allgemeine Idealtheorie	1923	Hilfssatz VI line 13943	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	NEW_PACKAGING	IsLocalization.map_inf; IsLocalization.mapFrameHom; Ideal.comap_inf	PROMOTED_SUPPORT	MathematicalCommons.Noether.EliminationIdealTheory1923.groundIdeal_inf	built_v4.31.0	artifacts/build/EliminationIdealTheory1923-20260825T0211115415031-5daeb94e.receipt.json	propext; Classical.choice; Quot.sound	neutral	Promoted theorem is the binary localization-contraction core; the finite-family source statement follows by iteration but primary-component identification and elimination norms remain open.
NOETH-1923-SATZ-IX	P24	Eliminationstheorie und allgemeine Idealtheorie	1923	Satz IX line 13991	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Ideal.IsPrimary; Ideal.isPrimary_iff	NONE		dependency_graph_recorded			neutral	The bridge from primary ideals to powers of irreducible elementary-divisor forms depends on the missing elimination construction.
NOETH-1923-SATZ-X	P24	Eliminationstheorie und allgemeine Idealtheorie	1923	Satz X line 14001	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	associatedPrimes and primary/radical infrastructure only	NONE		dependency_graph_recorded			neutral	The claimed bijection with largest primary norm factors and identification of isolated components are absent.
NOETH-1923-SATZ-XI	P24	Eliminationstheorie und allgemeine Idealtheorie	1923	Satz XI lines 14029–14039	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Polynomial splitting; finrank; residue-algebra infrastructure	NONE		dependency_graph_recorded			canon_corrected_in_ed0019	The conjugate-factor product and multiplicity formula need the elimination norm; r_a was accepted as r_α in ED0019, while this row remains bound to ED0014 provenance.
NOETH-1923-SATZ-XII	P24	Eliminationstheorie und allgemeine Idealtheorie	1923	Satz XII line 14045	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Ideal.IsPrime; Ideal.IsPrimary; polynomial irreducibility vocabulary	NONE		dependency_graph_recorded			neutral	The necessary/sufficient irreducibility criteria are specific to Noether's elementary form and norm and do not follow from generic ideal predicates.
NOETH-1923-HILFSSATZ-VII	P24	Eliminationstheorie und allgemeine Idealtheorie	1923	Hilfssatz VII line 14051	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	AdjoinRoot; PowerBasis; Module.finrank	NONE		dependency_graph_recorded			neutral	The injective quotient-algebra map is exactly the missing elimination property; generic finite-dimensional APIs supply only the target language.
NOETH-1923-SATZ-XIII	P24	Eliminationstheorie und allgemeine Idealtheorie	1923	Satz XIII line 14059	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	PerfectField; polynomial irreducibility and Frobenius infrastructure	NONE		dependency_graph_recorded			neutral	Perfectness does not by itself identify the missing norm and elementary form; the source's iff criterion remains open.
NOETH-1923-SATZ-XIV	P24	Eliminationstheorie und allgemeine Idealtheorie	1923	Satz XIV line 14065	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	finInsepDegree_eq_pow; IsPurelyInseparable.finrank_eq_pow	NONE		dependency_graph_recorded			neutral	Pinned power-degree facts do not prove the norm identity or the sharp bound 0 ≤ g ≤ (i−1)f.
NOETH-1923-HILFSSATZ-VIII	P24	Eliminationstheorie und allgemeine Idealtheorie	1923	Hilfssatz VIII line 14069	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_MODERN_FORM	separableClosure.isPurelyInseparable; IsPurelyInseparable.tower_top; IsPurelyInseparable.finrank_eq_pow; IntermediateField.adjoin	NONE		audit_complete_no_local_code			neutral	Modern pure-inseparability theorems supply the core after translating Noether's separable-part and element-degree conventions.
NOETH-1923-SATZ-XV	P24	Eliminationstheorie und allgemeine Idealtheorie	1923	Satz XV line 14116	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	AlgebraicGeometry.GeometricallyIntegral; scalar-extension prime vocabulary	NONE		dependency_graph_recorded			neutral	Modern geometric integrality provides the target notion; equivalence with absolute irreducibility of Noether's elementary form is missing.
